"","","","E","","","","E","","","","E","","","","E"
"Paracentrobia","andoi","","WOP","Paracentrobia","andoi","","WOP","Paracentrobia","andoi","","WOP","Paracentrobia","andoi","","WOP"
"Paracentrobia","cassidavora","","WOP","Paracentrobia","cassidavora","","WOP","Paracentrobia","cassidavora","","WOP","Paracentrobia","cassidavora","","WOP"
"Paracentrobia","garuda","","WOP","Paracentrobia","garuda","","WOP","Paracentrobia","garuda","","WOP","Paracentrobia","garuda","","WOP"
"Paracentrobia","mariellae","","WOP","Paracentrobia","mariellae","","WOP","Paracentrobia","mariellae","","WOP","Paracentrobia","mariellae","","WOP"
"Paracentrobia","nephotetticum","","WOP","Paracentrobia","nephotetticum","","WOP","Paracentrobia","nephotetticum","","WOP","Paracentrobia","nephotetticum","","WOP"
"Paracentrobia","prima","","WOP","Paracentrobia","prima","","WOP","Paracentrobia","prima","","WOP","Paracentrobia","prima","","WOP"
"Paracentrobia","pulchella","","WOP","Paracentrobia","pulchella","","WOP","Paracentrobia","pulchella","","WOP","Paracentrobia","pulchella","","WOP"
"Paracentrobia","subflava","","WOP","Paracentrobia","subflava","","WOP","Paracentrobia","subflava","","WOP","Paracentrobia","subflava","","WOP"
"Paracentrobia","tapajosae","","WOP","Paracentrobia","tapajosae","","WOP","Paracentrobia","tapajosae","","WOP","Paracentrobia","tapajosae","","WOP"
"Paracentrobia","yasumatsui","","WOP","Paracentrobia","yasumatsui","","WOP","Paracentrobia","yasumatsui","","WOP","Paracentrobia","yasumatsui","","WOP"
"Parachrysocharis","javensis","","HT","Parachrysocharis","javensis","","HT","Parachrysocharis","javensis","","HT","Parachrysocharis","javensis","","HT"
"Parachrysocharis","malabarensis","","HT","Parachrysocharis","malabarensis","","HT","Parachrysocharis","malabarensis","","HT","Parachrysocharis","malabarensis","","HT"
"Paranaphoidea","densiciliata","","MY","Paranaphoidea","densiciliata","","MY","Paranaphoidea","densiciliata","","MY","Paranaphoidea","densiciliata","","MY"
"Paranastatus","nigriscutellatus","","IE","Paranastatus","nigriscutellatus","","IE","Paranastatus","nigriscutellatus","","IE","Paranastatus","nigriscutellatus","","IE"
"Paranastatus","verticalis","","IE","Paranastatus","verticalis","","IE","Paranastatus","verticalis","","IE","Paranastatus","verticalis","","IE"
"Parastethynium","maxwelli","","MY","Parastethynium","maxwelli","","MY","Parastethynium","maxwelli","","MY","Parastethynium","maxwelli","","MY"
"Paratrichogramma","giraulti","","WTT","Paratrichogramma","giraulti","","WTT","Paratrichogramma","giraulti","","WTT","Paratrichogramma","giraulti","","WTT"
"Paratrichogramma","heliothidis","","WTT","Paratrichogramma","heliothidis","","WTT","Paratrichogramma","heliothidis","","WTT","Paratrichogramma","heliothidis","","WTT"
"Pawenus","orthopterae","","EE","Pawenus","orthopterae","","EE","Pawenus","orthopterae","","EE","Pawenus","orthopterae","","EE"
"Peckelachertus","diprioni","","HT","Peckelachertus","diprioni","","HT","Peckelachertus","diprioni","","HT","Peckelachertus","diprioni","","HT"
"Pediobius","","","HN","Pediobius","","","HN","Pediobius","","","HN","Pediobius","","","HN"
"Pediobius","brachycerus","","HN","Pediobius","brachycerus","","HN","Pediobius","brachycerus","","HN","Pediobius","brachycerus","","HN"
"Pediobius","bruchicida","","HN","Pediobius","bruchicida","","HN","Pediobius","bruchicida","","HN","Pediobius","bruchicida","","HN"
"Pediobius","cassidae","","HN","Pediobius","cassidae","","HN","Pediobius","cassidae","","HN","Pediobius","cassidae","","HN"
"Pediobius","disparis","","HN","Pediobius","disparis","","HN","Pediobius","disparis","","HN","Pediobius","disparis","","HN"
"Pediobius","erionotae","","HN","Pediobius","erionotae","","HN","Pediobius","erionotae","","HN","Pediobius","erionotae","","HN"
"Pediobius","foveolatus","","HN","Pediobius","foveolatus","","HN","Pediobius","foveolatus","","HN","Pediobius","foveolatus","","HN"
"Pediobius","fraternus","","HN","Pediobius","fraternus","","HN","Pediobius","fraternus","","HN","Pediobius","fraternus","","HN"
"Pediobius","grunini","","HN","Pediobius","grunini","","HN","Pediobius","grunini","","HN","Pediobius","grunini","","HN"
"Pediobius","hebbalensis","!","HN","Pediobius","hebbalensis","!","HN","Pediobius","hebbalensis","!","HN","Pediobius","hebbalensis","!","HN"
"Pediobius","imbreus","","HN","Pediobius","imbreus","","HN","Pediobius","imbreus","","HN","Pediobius","imbreus","","HN"
"Pediobius","indicus","","HN","Pediobius","indicus","","HN","Pediobius","indicus","","HN","Pediobius","indicus","","HN"
"Pediobius","irregularis","","HN","Pediobius","irregularis","","HN","Pediobius","irregularis","","HN","Pediobius","irregularis","","HN"
"Pediobius","iwatai","","HN","Pediobius","iwatai","","HN","Pediobius","iwatai","","HN","Pediobius","iwatai","","HN"
"Pediobius","oophagus","","HN","Pediobius","oophagus","","HN","Pediobius","oophagus","","HN","Pediobius","oophagus","","HN"
"Pediobius","podagrionidis","","HN","Pediobius","podagrionidis","","HN","Pediobius","podagrionidis","","HN","Pediobius","podagrionidis","","HN"
"Pediobius","praeveniens","","HN","Pediobius","praeveniens","","HN","Pediobius","praeveniens","","HN","Pediobius","praeveniens","","HN"
"Pediobius","pyrgo","","HN","Pediobius","pyrgo","","HN","Pediobius","pyrgo","","HN","Pediobius","pyrgo","","HN"
"Pediobius","quinquecarinatus","","HN","Pediobius","quinquecarinatus","","HN","Pediobius","quinquecarinatus","","HN","Pediobius","quinquecarinatus","","HN"
"Pediobius","smithi","","HN","Pediobius","smithi","","HN","Pediobius","smithi","","HN","Pediobius","smithi","","HN"
"Peridesmia","discus","","PZD","Peridesmia","discus","","PZD","Peridesmia","discus","","PZD","Peridesmia","discus","","PZD"
"Perniphora","robusta","","PZD","Perniphora","robusta","","PZD","Perniphora","robusta","","PZD","Perniphora","robusta","","PZD"
"Philolema","arachnovora","","JE","Philolema","arachnovora","","JE","Philolema","arachnovora","","JE","Philolema","arachnovora","","JE"
"Philolema","belgaumensis","","JE","Philolema","belgaumensis","","JE","Philolema","belgaumensis","","JE","Philolema","belgaumensis","","JE"
"Philolema","lankana","","JE","Philolema","lankana","","JE","Philolema","lankana","","JE","Philolema","lankana","","JE"
"Philolema","latrodecti","","JE","Philolema","latrodecti","","JE","Philolema","latrodecti","","JE","Philolema","latrodecti","","JE"
"Philolema","maleena","","JE","Philolema","maleena","","JE","Philolema","maleena","","JE","Philolema","maleena","","JE"
"Philolema","nadia","","JE","Philolema","nadia","","JE","Philolema","nadia","","JE","Philolema","nadia","","JE"
"Philolema","palanichamyi","","JE","Philolema","palanichamyi","","JE","Philolema","palanichamyi","","JE","Philolema","palanichamyi","","JE"
"Philolema","uloborae","","JE","Philolema","uloborae","","JE","Philolema","uloborae","","JE","Philolema","uloborae","","JE"
"Podagrion","","","VPO","Podagrion","","","VPO","Podagrion","","","VPO","Podagrion","","","VPO"
"Podagrion","abbreviatum","","VPO","Podagrion","abbreviatum","","VPO","Podagrion","abbreviatum","","VPO","Podagrion","abbreviatum","","VPO"
"Podagrion","ahlonei","","VPO","Podagrion","ahlonei","","VPO","Podagrion","ahlonei","","VPO","Podagrion","ahlonei","","VPO"
"Podagrion","beneficium","","VPO","Podagrion","beneficium","","VPO","Podagrion","beneficium","","VPO","Podagrion","beneficium","","VPO"
"Podagrion","bouceki","","VPO","Podagrion","bouceki","","VPO","Podagrion","bouceki","","VPO","Podagrion","bouceki","","VPO"
"Podagrion","brasiliense","","VPO","Podagrion","brasiliense","","VPO","Podagrion","brasiliense","","VPO","Podagrion","brasiliense","","VPO"
"Podagrion","charybdis","","VPO","Podagrion","charybdis","","VPO","Podagrion","charybdis","","VPO","Podagrion","charybdis","","VPO"
"Podagrion","coeruleoviride","","VPO","Podagrion","coeruleoviride","","VPO","Podagrion","coeruleoviride","","VPO","Podagrion","coeruleoviride","","VPO"
"Podagrion","crassiclava","","VPO","Podagrion","crassiclava","","VPO","Podagrion","crassiclava","","VPO","Podagrion","crassiclava","","VPO"
"Podagrion","diospiri","","VPO","Podagrion","diospiri","","VPO","Podagrion","diospiri","","VPO","Podagrion","diospiri","","VPO"
"Podagrion","holbeini","","VPO","Podagrion","holbeini","","VPO","Podagrion","holbeini","","VPO","Podagrion","holbeini","","VPO"
"Podagrion","klugianum","","VPO","Podagrion","klugianum","","VPO","Podagrion","klugianum","","VPO","Podagrion","klugianum","","VPO"
"Podagrion","koebelei","","VPO","Podagrion","koebelei","","VPO","Podagrion","koebelei","","VPO","Podagrion","koebelei","","VPO"
"Podagrion","mantidiphagum","","VPO","Podagrion","mantidiphagum","","VPO","Podagrion","mantidiphagum","","VPO","Podagrion","mantidiphagum","","VPO"
"Podagrion","mantis","","VPO","Podagrion","mantis","","VPO","Podagrion","mantis","","VPO","Podagrion","mantis","","VPO"
"Podagrion","mantisiphagum","","VPO","Podagrion","mantisiphagum","","VPO","Podagrion","mantisiphagum","","VPO","Podagrion","mantisiphagum","","VPO"
"Podagrion","melleum","","VPO","Podagrion","melleum","","VPO","Podagrion","melleum","","VPO","Podagrion","melleum","","VPO"
"Podagrion","metatarsum","","VPO","Podagrion","metatarsum","","VPO","Podagrion","metatarsum","","VPO","Podagrion","metatarsum","","VPO"
"Podagrion","nigriclava","","VPO","Podagrion","nigriclava","","VPO","Podagrion","nigriclava","","VPO","Podagrion","nigriclava","","VPO"
"Podagrion","nipponicum","","VPO","Podagrion","nipponicum","","VPO","Podagrion","nipponicum","","VPO","Podagrion","nipponicum","","VPO"
"Podagrion","ophthalmicum","","VPO","Podagrion","ophthalmicum","","VPO","Podagrion","ophthalmicum","","VPO","Podagrion","ophthalmicum","","VPO"
"Podagrion","opisthacanthum","","VPO","Podagrion","opisthacanthum","","VPO","Podagrion","opisthacanthum","","VPO","Podagrion","opisthacanthum","","VPO"
"Podagrion","pachymerum","","VPO","Podagrion","pachymerum","","VPO","Podagrion","pachymerum","","VPO","Podagrion","pachymerum","","VPO"
"Podagrion","pavo","","VPO","Podagrion","pavo","","VPO","Podagrion","pavo","","VPO","Podagrion","pavo","","VPO"
"Podagrion","pax","","VPO","Podagrion","pax","","VPO","Podagrion","pax","","VPO","Podagrion","pax","","VPO"
"Podagrion","philippinense","","VPO","Podagrion","philippinense","","VPO","Podagrion","philippinense","","VPO","Podagrion","philippinense","","VPO"
"Podagrion","risbeci","","VPO","Podagrion","risbeci","","VPO","Podagrion","risbeci","","VPO","Podagrion","risbeci","","VPO"
"Podagrion","scylla","","VPO","Podagrion","scylla","","VPO","Podagrion","scylla","","VPO","Podagrion","scylla","","VPO"
"Podagrion","shirakii","","VPO","Podagrion","shirakii","","VPO","Podagrion","shirakii","","VPO","Podagrion","shirakii","","VPO"
"Podagrion","sinense","","VPO","Podagrion","sinense","","VPO","Podagrion","sinense","","VPO","Podagrion","sinense","","VPO"
"Podagrion","splendens","","VPO","Podagrion","splendens","","VPO","Podagrion","splendens","","VPO","Podagrion","splendens","","VPO"
"Podagrionella","empusae","","VPO","Podagrionella","empusae","","VPO","Podagrionella","empusae","","VPO","Podagrionella","empusae","","VPO"
"Podagrionella","eremiaphilae","","VPO","Podagrionella","eremiaphilae","","VPO","Podagrionella","eremiaphilae","","VPO","Podagrionella","eremiaphilae","","VPO"
"Podagrionella","indarbelae","","VPO","Podagrionella","indarbelae","","VPO","Podagrionella","indarbelae","","VPO","Podagrionella","indarbelae","","VPO"
"Podagrionella","lamborni","","VPO","Podagrionella","lamborni","","VPO","Podagrionella","lamborni","","VPO","Podagrionella","lamborni","","VPO"
"Polynema","","","MY","Polynema","","","MY","Polynema","","","MY","Polynema","","","MY"
"Polynema","atratum","","MY","Polynema","atratum","","MY","Polynema","atratum","","MY","Polynema","atratum","","MY"
"Polynema","boreum","","MY","Polynema","boreum","","MY","Polynema","boreum","","MY","Polynema","boreum","","MY"
"Polynema","euchariforme","","MY","Polynema","euchariforme","","MY","Polynema","euchariforme","","MY","Polynema","euchariforme","","MY"
"Polynema","gargarae","","MY","Polynema","gargarae","","MY","Polynema","gargarae","","MY","Polynema","gargarae","","MY"
"Polynema","mendeli","","MY","Polynema","mendeli","","MY","Polynema","mendeli","","MY","Polynema","mendeli","","MY"
"Polynema","ovulorum","","MY","Polynema","ovulorum","","MY","Polynema","ovulorum","","MY","Polynema","ovulorum","","MY"
"Polynema","perkinsi","","MY","Polynema","perkinsi","","MY","Polynema","perkinsi","","MY","Polynema","perkinsi","","MY"
"Polynema","pratensiphagum","","MY","Polynema","pratensiphagum","","MY","Polynema","pratensiphagum","","MY","Polynema","pratensiphagum","","MY"
"Polynema","striaticorne","","MY","Polynema","striaticorne","","MY","Polynema","striaticorne","","MY","Polynema","striaticorne","","MY"
"Polynema","synophropsis","","MY","Polynema","synophropsis","","MY","Polynema","synophropsis","","MY","Polynema","synophropsis","","MY"
"Polynema","woodi","","MY","Polynema","woodi","","MY","Polynema","woodi","","MY","Polynema","woodi","","MY"
"Poropoea","bella","","WTT","Poropoea","bella","","WTT","Poropoea","bella","","WTT","Poropoea","bella","","WTT"
"Poropoea","bohemica","","WTT","Poropoea","bohemica","","WTT","Poropoea","bohemica","","WTT","Poropoea","bohemica","","WTT"
"Poropoea","brevituba","","WTT","Poropoea","brevituba","","WTT","Poropoea","brevituba","","WTT","Poropoea","brevituba","","WTT"
"Poropoea","coryli","","WTT","Poropoea","coryli","","WTT","Poropoea","coryli","","WTT","Poropoea","coryli","","WTT"
"Poropoea","cunabulintrans","","WTT","Poropoea","cunabulintrans","","WTT","Poropoea","cunabulintrans","","WTT","Poropoea","cunabulintrans","","WTT"
"Poropoea","elegans","","WTT","Poropoea","elegans","","WTT","Poropoea","elegans","","WTT","Poropoea","elegans","","WTT"
"Poropoea","indica","","WTT","Poropoea","indica","","WTT","Poropoea","indica","","WTT","Poropoea","indica","","WTT"
"Poropoea","longicornis","","WTT","Poropoea","longicornis","","WTT","Poropoea","longicornis","","WTT","Poropoea","longicornis","","WTT"
"Poropoea","morimotoi","","WTT","Poropoea","morimotoi","","WTT","Poropoea","morimotoi","","WTT","Poropoea","morimotoi","","WTT"
"Poropoea","reticulata","","WTT","Poropoea","reticulata","","WTT","Poropoea","reticulata","","WTT","Poropoea","reticulata","","WTT"
"Poropoea","stollwerckii","","WTT","Poropoea","stollwerckii","","WTT","Poropoea","stollwerckii","","WTT","Poropoea","stollwerckii","","WTT"
"Poropoea","tomapoderus","","WTT","Poropoea","tomapoderus","","WTT","Poropoea","tomapoderus","","WTT","Poropoea","tomapoderus","","WTT"
"Prestwichia","aquatica","","WOO","Prestwichia","aquatica","","WOO","Prestwichia","aquatica","","WOO","Prestwichia","aquatica","","WOO"
"Prestwichia","indica","","WOO","Prestwichia","indica","","WOO","Prestwichia","indica","","WOO","Prestwichia","indica","","WOO"
"Prestwichia","solitaria","","WOO","Prestwichia","solitaria","","WOO","Prestwichia","solitaria","","WOO","Prestwichia","solitaria","","WOO"
"Proleuroceroides","pyrillae","","EE","Proleuroceroides","pyrillae","","EE","Proleuroceroides","pyrillae","","EE","Proleuroceroides","pyrillae","","EE"
"Proleurocerus","","","EE","Proleurocerus","","","EE","Proleurocerus","","","EE","Proleurocerus","","","EE"
"Proleurocerus","fulgoridis","","EE","Proleurocerus","fulgoridis","","EE","Proleurocerus","fulgoridis","","EE","Proleurocerus","fulgoridis","","EE"
"Pronotalia","carlinarum","","HT","Pronotalia","carlinarum","","HT","Pronotalia","carlinarum","","HT","Pronotalia","carlinarum","","HT"
"Pseudobrachysticha","semiaurea","","WOC","Pseudobrachysticha","semiaurea","","WOC","Pseudobrachysticha","semiaurea","","WOC","Pseudobrachysticha","semiaurea","","WOC"
"Pseudoligosita","","","WOO","Pseudoligosita","","","WOO","Pseudoligosita","","","WOO","Pseudoligosita","","","WOO"
"Pseudoligosita","aesopi","","WOO","Pseudoligosita","aesopi","","WOO","Pseudoligosita","aesopi","","WOO","Pseudoligosita","aesopi","","WOO"
"Pseudoligosita","babylonica","","WOO","Pseudoligosita","babylonica","","WOO","Pseudoligosita","babylonica","","WOO","Pseudoligosita","babylonica","","WOO"
"Pseudoligosita","elimiae","","WOO","Pseudoligosita","elimiae","","WOO","Pseudoligosita","elimiae","","WOO","Pseudoligosita","elimiae","","WOO"
"Pseudoligosita","krygeri","","WOO","Pseudoligosita","krygeri","","WOO","Pseudoligosita","krygeri","","WOO","Pseudoligosita","krygeri","","WOO"
"Pseudoligosita","longiclavata","","WOO","Pseudoligosita","longiclavata","","WOO","Pseudoligosita","longiclavata","","WOO","Pseudoligosita","longiclavata","","WOO"
"Pseudoligosita","longifrangiata","","WOO","Pseudoligosita","longifrangiata","","WOO","Pseudoligosita","longifrangiata","","WOO","Pseudoligosita","longifrangiata","","WOO"
"Pseudoligosita","nephotetticum","","WOO","Pseudoligosita","nephotetticum","","WOO","Pseudoligosita","nephotetticum","","WOO","Pseudoligosita","nephotetticum","","WOO"
"Pseudoligosita","numiciae","","WOO","Pseudoligosita","numiciae","","WOO","Pseudoligosita","numiciae","","WOO","Pseudoligosita","numiciae","","WOO"
"Pseudoligosita","plebeia","","WOO","Pseudoligosita","plebeia","","WOO","Pseudoligosita","plebeia","","WOO","Pseudoligosita","plebeia","","WOO"
"Pseudoligosita","robusta","","WOO","Pseudoligosita","robusta","","WOO","Pseudoligosita","robusta","","WOO","Pseudoligosita","robusta","","WOO"
"Pseudoligosita","servadeii","","WOO","Pseudoligosita","servadeii","","WOO","Pseudoligosita","servadeii","","WOO","Pseudoligosita","servadeii","","WOO"
"Pseudoligosita","tachikawai","","WOO","Pseudoligosita","tachikawai","","WOO","Pseudoligosita","tachikawai","","WOO","Pseudoligosita","tachikawai","","WOO"
"Pseudoligosita","utilis","","WOO","Pseudoligosita","utilis","","WOO","Pseudoligosita","utilis","","WOO","Pseudoligosita","utilis","","WOO"
"Pseudoligosita","xiphidii","","WOO","Pseudoligosita","xiphidii","","WOO","Pseudoligosita","xiphidii","","WOO","Pseudoligosita","xiphidii","","WOO"
"Psyllaephagus","smaragdus","","EE","Psyllaephagus","smaragdus","","EE","Psyllaephagus","smaragdus","","EE","Psyllaephagus","smaragdus","","EE"
"Psyllechthrus","oophagus","","EE","Psyllechthrus","oophagus","","EE","Psyllechthrus","oophagus","","EE","Psyllechthrus","oophagus","","EE"
"Pterandrophysalis","levantina","","WTT","Pterandrophysalis","levantina","","WTT","Pterandrophysalis","levantina","","WTT","Pterandrophysalis","levantina","","WTT"
"Pteromalus","","","PZD","Pteromalus","","","PZD","Pteromalus","","","PZD","Pteromalus","","","PZD"
"Pteromalus","grisselli","","PZD","Pteromalus","grisselli","","PZD","Pteromalus","grisselli","","PZD","Pteromalus","grisselli","","PZD"
"Pteromalus","lixi","","PZD","Pteromalus","lixi","","PZD","Pteromalus","lixi","","PZD","Pteromalus","lixi","","PZD"
"Pteromalus","platyphilus","","PZD","Pteromalus","platyphilus","","PZD","Pteromalus","platyphilus","","PZD","Pteromalus","platyphilus","","PZD"
"Pterygogramma","acuminata","","WOC","Pterygogramma","acuminata","","WOC","Pterygogramma","acuminata","","WOC","Pterygogramma","acuminata","","WOC"
"Quadrastichus","brevifuniculus","","HT","Quadrastichus","brevifuniculus","","HT","Quadrastichus","brevifuniculus","","HT","Quadrastichus","brevifuniculus","","HT"
"Quadrastichus","haitiensis","","HT","Quadrastichus","haitiensis","","HT","Quadrastichus","haitiensis","","HT","Quadrastichus","haitiensis","","HT"
"Quadrastichus","misellus","","HT","Quadrastichus","misellus","","HT","Quadrastichus","misellus","","HT","Quadrastichus","misellus","","HT"
"Quadrastichus","ovulorum","","HT","Quadrastichus","ovulorum","","HT","Quadrastichus","ovulorum","","HT","Quadrastichus","ovulorum","","HT"
"Rhopalicus","quadratus","","PZD","Rhopalicus","quadratus","","PZD","Rhopalicus","quadratus","","PZD","Rhopalicus","quadratus","","PZD"
"Rhopus","nigroclavatus","","ET","Rhopus","nigroclavatus","","ET","Rhopus","nigroclavatus","","ET","Rhopus","nigroclavatus","","ET"
"Rhynchoticida","ovivora","","VO","Rhynchoticida","ovivora","","VO","Rhynchoticida","ovivora","","VO","Rhynchoticida","ovivora","","VO"
"Schizophragma","","","MY","Schizophragma","","","MY","Schizophragma","","","MY","Schizophragma","","","MY"
"Schizophragma","bicolor","","MY","Schizophragma","bicolor","","MY","Schizophragma","bicolor","","MY","Schizophragma","bicolor","","MY"
"Scutellista","caerulea","","PP","Scutellista","caerulea","","PP","Scutellista","caerulea","","PP","Scutellista","caerulea","","PP"
"Scutellista","obscura","","PP","Scutellista","obscura","","PP","Scutellista","obscura","","PP","Scutellista","obscura","","PP"
"Sigmoepilachna","indica","","HT","Sigmoepilachna","indica","","HT","Sigmoepilachna","indica","","HT","Sigmoepilachna","indica","","HT"
"Signiphora","tridentata","","S","Signiphora","tridentata","","S","Signiphora","tridentata","","S","Signiphora","tridentata","","S"
"Spaniopus","dissimilis","","PZD","Spaniopus","dissimilis","","PZD","Spaniopus","dissimilis","","PZD","Spaniopus","dissimilis","","PZD"
"Stenomesius","","","HE","Stenomesius","","","HE","Stenomesius","","","HE","Stenomesius","","","HE"
"Stethynium","","","MY","Stethynium","","","MY","Stethynium","","","MY","Stethynium","","","MY"
"Stethynium","empoascae","","MY","Stethynium","empoascae","","MY","Stethynium","empoascae","","MY","Stethynium","empoascae","","MY"
"Stethynium","triclavatum","","MY","Stethynium","triclavatum","","MY","Stethynium","triclavatum","","MY","Stethynium","triclavatum","","MY"
"Systasis","encyrtoides","","PZ","Systasis","encyrtoides","","PZ","Systasis","encyrtoides","","PZ","Systasis","encyrtoides","","PZ"
"Tachinobia","repanda","","HT","Tachinobia","repanda","","HT","Tachinobia","repanda","","HT","Tachinobia","repanda","","HT"
"Tetrastichus","","","HT","Tetrastichus","","","HT","Tetrastichus","","","HT","Tetrastichus","","","HT"
"Tetrastichus","aplanfacis","","HT","Tetrastichus","aplanfacis","","HT","Tetrastichus","aplanfacis","","HT","Tetrastichus","aplanfacis","","HT"
"Tetrastichus","burki","!","HT","Tetrastichus","burki","!","HT","Tetrastichus","burki","!","HT","Tetrastichus","burki","!","HT"
"Tetrastichus","coeruleus","","HT","Tetrastichus","coeruleus","","HT","Tetrastichus","coeruleus","","HT","Tetrastichus","coeruleus","","HT"
"Tetrastichus","convexi","","HT","Tetrastichus","convexi","","HT","Tetrastichus","convexi","","HT","Tetrastichus","convexi","","HT"
"Tetrastichus","crioceridis","","HT","Tetrastichus","crioceridis","","HT","Tetrastichus","crioceridis","","HT","Tetrastichus","crioceridis","","HT"
"Tetrastichus","fuscous","","HT","Tetrastichus","fuscous","","HT","Tetrastichus","fuscous","","HT","Tetrastichus","fuscous","","HT"
"Tetrastichus","gardneri","","HT","Tetrastichus","gardneri","","HT","Tetrastichus","gardneri","","HT","Tetrastichus","gardneri","","HT"
"Tetrastichus","hindicus","","HT","Tetrastichus","hindicus","","HT","Tetrastichus","hindicus","","HT","Tetrastichus","hindicus","","HT"
"Tetrastichus","howardi","","HT","Tetrastichus","howardi","","HT","Tetrastichus","howardi","","HT","Tetrastichus","howardi","","HT"
"Tetrastichus","ledrae","","HT","Tetrastichus","ledrae","","HT","Tetrastichus","ledrae","","HT","Tetrastichus","ledrae","","HT"
"Tetrastichus","ooctonus","","HT","Tetrastichus","ooctonus","","HT","Tetrastichus","ooctonus","","HT","Tetrastichus","ooctonus","","HT"
"Tetrastichus","ovipransus","","HT","Tetrastichus","ovipransus","","HT","Tetrastichus","ovipransus","","HT","Tetrastichus","ovipransus","","HT"
"Tetrastichus","ovulorum","!","HT","Tetrastichus","ovulorum","!","HT","Tetrastichus","ovulorum","!","HT","Tetrastichus","ovulorum","!","HT"
"Tetrastichus","periplanetae","","HT","Tetrastichus","periplanetae","","HT","Tetrastichus","periplanetae","","HT","Tetrastichus","periplanetae","","HT"
"Tetrastichus","polynemae","","HT","Tetrastichus","polynemae","","HT","Tetrastichus","polynemae","","HT","Tetrastichus","polynemae","","HT"
"Tetrastichus","schoenobii","","HT","Tetrastichus","schoenobii","","HT","Tetrastichus","schoenobii","","HT","Tetrastichus","schoenobii","","HT"
"Tetrastichus","tunicus","","HT","Tetrastichus","tunicus","","HT","Tetrastichus","tunicus","","HT","Tetrastichus","tunicus","","HT"
"Thripoctenus","javae","","HN","Thripoctenus","javae","","HN","Thripoctenus","javae","","HN","Thripoctenus","javae","","HN"
"Thysanus","","","S","Thysanus","","","S","Thysanus","","","S","Thysanus","","","S"
"Torymus","","","VTT","Torymus","","","VTT","Torymus","","","VTT","Torymus","","","VTT"
"Torymus","anastativorus","","VTT","Torymus","anastativorus","","VTT","Torymus","anastativorus","","VTT","Torymus","anastativorus","","VTT"
"Tremblaya","","","EE","Tremblaya","","","EE","Tremblaya","","","EE","Tremblaya","","","EE"
"Trichogramma","","","WTT","Trichogramma","","","WTT","Trichogramma","","","WTT","Trichogramma","","","WTT"
"Trichogramma","acacioi","","WTT","Trichogramma","acacioi","","WTT","Trichogramma","acacioi","","WTT","Trichogramma","acacioi","","WTT"
"Trichogramma","acantholydae","","WTT","Trichogramma","acantholydae","","WTT","Trichogramma","acantholydae","","WTT","Trichogramma","acantholydae","","WTT"
"Trichogramma","achaeae","","WTT","Trichogramma","achaeae","","WTT","Trichogramma","achaeae","","WTT","Trichogramma","achaeae","","WTT"
"Trichogramma","adashkevitshi","","WTT","Trichogramma","adashkevitshi","","WTT","Trichogramma","adashkevitshi","","WTT","Trichogramma","adashkevitshi","","WTT"
"Trichogramma","agriae","","WTT","Trichogramma","agriae","","WTT","Trichogramma","agriae","","WTT","Trichogramma","agriae","","WTT"
"Trichogramma","agrotidis","","WTT","Trichogramma","agrotidis","","WTT","Trichogramma","agrotidis","","WTT","Trichogramma","agrotidis","","WTT"
"Trichogramma","aldanense","","WTT","Trichogramma","aldanense","","WTT","Trichogramma","aldanense","","WTT","Trichogramma","aldanense","","WTT"
"Trichogramma","alpha","","WTT","Trichogramma","alpha","","WTT","Trichogramma","alpha","","WTT","Trichogramma","alpha","","WTT"
"Trichogramma","aomoriense","","WTT","Trichogramma","aomoriense","","WTT","Trichogramma","aomoriense","","WTT","Trichogramma","aomoriense","","WTT"
"Trichogramma","atopovirilia","","WTT","Trichogramma","atopovirilia","","WTT","Trichogramma","atopovirilia","","WTT","Trichogramma","atopovirilia","","WTT"
"Trichogramma","aurosum","","WTT","Trichogramma","aurosum","","WTT","Trichogramma","aurosum","","WTT","Trichogramma","aurosum","","WTT"
"Trichogramma","australicum","","WTT","Trichogramma","australicum","","WTT","Trichogramma","australicum","","WTT","Trichogramma","australicum","","WTT"
"Trichogramma","bactrianum","","WTT","Trichogramma","bactrianum","","WTT","Trichogramma","bactrianum","","WTT","Trichogramma","bactrianum","","WTT"
"Trichogramma","bellaunionense","","WTT","Trichogramma","bellaunionense","","WTT","Trichogramma","bellaunionense","","WTT","Trichogramma","bellaunionense","","WTT"
"Trichogramma","bennetti","","WTT","Trichogramma","bennetti","","WTT","Trichogramma","bennetti","","WTT","Trichogramma","bennetti","","WTT"
"Trichogramma","bertii","","WTT","Trichogramma","bertii","","WTT","Trichogramma","bertii","","WTT","Trichogramma","bertii","","WTT"
"Trichogramma","bezdencovii","","WTT","Trichogramma","bezdencovii","","WTT","Trichogramma","bezdencovii","","WTT","Trichogramma","bezdencovii","","WTT"
"Trichogramma","bilingense","","WTT","Trichogramma","bilingense","","WTT","Trichogramma","bilingense","","WTT","Trichogramma","bilingense","","WTT"
"Trichogramma","bourarachae","","WTT","Trichogramma","bourarachae","","WTT","Trichogramma","bourarachae","","WTT","Trichogramma","bourarachae","","WTT"
"Trichogramma","bournieri","","WTT","Trichogramma","bournieri","","WTT","Trichogramma","bournieri","","WTT","Trichogramma","bournieri","","WTT"
"Trichogramma","brassicae","","WTT","Trichogramma","brassicae","","WTT","Trichogramma","brassicae","","WTT","Trichogramma","brassicae","","WTT"
